ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
882,Yes,3000,Yes,,32 GB,Dedicated Slot,,iVooMi Me3S ,Android Nougat 7,"‚¹5,999",13MP,1.3 GHz,Nano SIM,8MP,"Light Sensor, G-Sensor, Proximity Sensor",,1280 x 720 pixels
883,Yes,3000,,,34.5 KB,Dedicated Slot,,Intex IN-STURDY,,"‚¹1,330",0.3MP,,Normal SIM,,,107.5 g,320 x 240 Pixels
884,Yes,950,,,64 MB,Dedicated Slot,,GLX W5 Combo of Two Mobiles,0,"‚¹1,119",0.3MP,,,,,,128 x 160$$Pixels
885,Yes,1000,,,10 MB,Dedicated Slot,,Blackzone Galaxy,,‚¹629,0.3MP,1 MHz,,0.3MP,,,320 x 240$$Pixels
886,Yes,1800,,,10 MB,Dedicated Slot,,BlackZone TURBO,,‚¹849,1.3MP,1 MHz,All Ty,,,,320 x 240$$Pixels
887,Yes,2900,Yes,ARM Mali-760 MP2,8 GB,Dedicated Slot,,Lenovo A7000 ,Android Lollipop 5,"‚¹8,999",8MP,1.5 GHz,Mini SIM,5MP,"Game Rotation Sensor, Light Sensor, Orientation, Proximity Sensor, Gravitation Sensor, eCompass",140 g,1280 x 720 Pixels
888,,2620,Yes,,16 GB,Dedicated Slot,,Sony Xperia R1 Dual ,Android Nougat 7,"‚¹10,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
889,Yes,3300,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
890,Yes,3300,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
891,Yes,3000,Yes,,32 GB,Hybrid Slot,,Honor 9 Lite ,Android Oreo 8,"‚¹10,999",13MP + 2MP,2.36 GHz,Nano SIM,13MP + 2MP,"Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",149 g,2160 x 1080 Pixels
892,Yes,3300,Yes,ARM Mali T830 MP1,64 GB,Dedicated Slot,,Samsung Galaxy On Nxt ,Android Marshmallow 6,"‚¹11,990",13MP,1.6 GHz,Nano SIM,8MP,"Accelerometer, Proximity Sensor, Fingerprint Sensor",167 g,1920 x 1080 pixels
893,Yes,,Yes,,32 GB,,Yes,Apple iPhone SE ,iOS 10,"‚¹20,999",12MP,,Nano SIM,1.2MP,"Three-axis Gyro Sensor, Touch ID Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Accelerometer, Digital Compass",113 g,1136 x 640 Pixels
894,Yes,3000,Yes,,32 GB,Dedicated Slot,Yes,Samsung Galaxy A5-2017 ,Android Marshmallow 6,"‚¹19,999",16MP,1.9 GHz,Nano SIM,16MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, RGB Light Sensor",,1920 x 1080 pixels
895,Yes,3000,Yes,Adreno 505 at 450 MHz,32 GB,Hybrid Slot,,Yu Yureka Black ,Android Marshmallow 6,"‚¹8,999",13MP,1.4 GHz,Nano SIM and Nano SIM,8MP,"Proximity Sensor, Light Sensor, Accelerometer, Front Fingerprint",152 g,1920 x 1080 pixels
896,,400,,,250 MB,Dedicated Slot,,Kechaoda K55 Ultra Slim,,‚¹790,,,Micro SIM,,,50 g,320 x 480 Pixels
897,,850,,,,,,Peace P1,0,‚¹515,0.3MP,,,,,,320 x 120 Pixels
898,,1200,,,,,,Nokia 230 Dual SIM,,"‚¹4,025",2MP,,,,,,240 x 320 Pixels
899,,2630,Yes,Adreno A306,16 GB,Hybrid Slot,,OPPO A37f ,Android Lollipop Color OS 3.0 based on Android 5.1,"‚¹8,990",8MP,1.2 GHz,Nano Sim,5MP,,136 g,1280 x 720 Pixels
900,Yes,1750,Yes,,32 MB,Dedicated Slot,,Lava KKT Pearl FM,,"‚¹1,299",0.3MP,1 MHz,,,,100 g,240 x 320 Pixels
901,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K31 with Flash Light,,‚¹599,0.3MP,,,,,,128 x 160 Pixels
902,,700,,,64 MB,Hybrid Slot,,Kechaoda K66 The Music House 4,0,‚¹799,0MP,,,,,,320 x 480 Pixels
903,,3075,Yes,Mali-T860 MP2,64 GB,Dedicated Slot,No,OPPO F1S ,Android Lollipop 5.1,"‚¹15,980",13MP,1.4 GHz,Nano SIM,16MP,"M Sensor, Light Sensor, Distant Sensor, G Sensor, Hall Sensor, Finger Print Sensor",160 g,1280 x 720 Pixels
904,Yes,1000,,,32 MB,Dedicated Slot,,Tymes Y331,,‚¹649,1.3MP,1.2 MHz,Normal SIM,,,,128 x 160$$Pixels
905,Yes,1000,,,,Dedicated Slot,,Gfive U220+,,‚¹570,0.3MP,,Normal SIM,,,,128 x 160 Pixels
906,Yes,,Yes,,128 GB,,Yes,Apple iPhone SE ,iOS 10,"‚¹27,999",12MP,,Nano SIM,1.2MP,"Three-axis Gyro Sensor, Touch ID Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Accelerometer, Digital Compass",113 g,1136 x 640 Pixels
907,,3000,,,8 GB,Dedicated Slot,,Swipe Elite VR ,Android Marshmallow 6.0,"‚¹4,499",13MP,1.3 GHz,,,,,1280 x 720$$Pixels
908,Yes,2770,Yes,Adreno 530,128 GB,,Yes,Google Pixel ,Android Nougat 7.1,"‚¹41,990",12.3MP,2.15 GHz,Nano SIM,8MP,"Pixel Imprint (Fingerprint Sensor), Accelerometer / Gyroscope, Magnetometer, Barometer, Proximity Sensor / Ambient Light Sensor, Hall Sensor, Android Sensor Hub, Digital Compass",143 g,1920 x 1080
909,,850,,,28 MB,,,Forme N3,0,‚¹655,0.8MP,,,,,,320 x 120 Pixels
910,Yes,1730,Yes,Dual Core Mali-400,8 GB,,,Honor Bee ,Android KitKat 4.4,"‚¹4,444",8MP,1.2 GHz,Micro SIM,2MP,"G-Sensor, Light Sensor, Proximity Sensor",170 g,854 x 480 Pixels
911,Yes,2750,Yes,PowerVR GT7600 (six-core graphics),128 GB,,Yes,Apple iPhone 6s Plus ,iOS 9,"‚¹49,990",12MP,1.84 GHz,Nano Sim,5MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",192 g,1080 x 1920 Pixels
912,,2500,Yes,,16 GB,Dedicated Slot,,LG K7i ,Android Marshmallow 6,"‚¹5,990",8MP,1.14 GHz,Nano SIM,5MP,"Proximity, Accelerometer",154 g,854 x 480 Pixels
913,,2300,Yes,,16 GB,Dedicated Slot,,Gionee P7 ,Android Marshmallow 6,"‚¹7,390",8MP,1.3 GHz,Micro SIM,5MP,"Digital Compass, G Sensor (Auto Rotation), Proximity Sensor, Light Sensor, Accelerometer",167 g,1280 x 720 Pixels
914,Yes,2300,,,8 GB,Dedicated Slot,,Karbonn K9 Smart Yuva 4G VoLTE ,Android Nougat 7.0,"‚¹4,095",5MP,1.3 GHz,,2MP,,,854 x 480$$Pixels
915,,1000,,,64 MB,,,I Kall K 55,,‚¹799,0.3MP,,,,,,128 x 160
916,,650,,,,Dedicated Slot,,Chilli C08,,‚¹822,0.3MP,,,,,,220 x 180 Pixels
917,Yes,1000,,,64 MB,Dedicated Slot,,I Kall K31 Combo of Two Mobile,0,"‚¹1,199",0.3MP,,,,,,128 x 160 Pixels
918,,1500,,,32 MB,Dedicated Slot,,Chilli B51,,"‚¹1,098",1.3MP,,,,,,120 x 240$$Pixels
919,,1800,,,64 MB,Dedicated Slot,,Citycall Bomber,,"‚¹1,030",1.3MP,,,,,,320 x 400 Pixels
920,Yes,1800,,,64 MB,Dedicated Slot,,1+1=2 D6,0,‚¹669,0.3MP,,,,,,128 x 160$$Pixels
921,Yes,2000,Yes,Spreadtrum Mali 400,16 GB,Dedicated Slot,,Micromax Bolt Q381 Plus ,Android Lollipop 5.1,"‚¹3,899",5MP,1.3 GHz,Micro SIM and Mini Sim,0.3MP,Gravity Sensors,140 g,854 x 480 pixels
922,,3100,,,32 GB,Dedicated Slot,,Gionee P7 Max ,Android Marshmallow 6,"‚¹7,981",13MP,2.2 GHz,,5MP,,,1920 x 1080 Pixels
923,,600,,,256 MB,Dedicated Slot,,GreenBerry M1,,‚¹999,2MP,,Micro SIM,,,,320 x 480 Pixels
924,,2300,Yes,,16 GB,Dedicated Slot,,Gionee P5L ,Android Lollipop 5.1,"‚¹5,950",8MP,1.3 GHz,,5MP,"Proximity Sensor, G-Sensor, Accelerometer, Light Sensor, Digital Compass",146.9 g,1280 x 720 Pixels
925,Yes,1500,,,32 MB,Dedicated Slot,,InFocus F130,,"‚¹1,220",0.3MP,1.2 MHz,Mini Sim,0.3MP,,75 g,240 x 320
926,Yes,2700,,,34.5 KB,,,Ismart IS-202i XTRAA,0,"‚¹1,069",1.3MP,,Normal,,,110 g,240 X 320
927,Yes,3000,,,32 MB,Dedicated Slot,,InFocus F229,,"‚¹1,169",1.3MP + 1.3MP,,,,,,320 x 240 Pixels
928,,,Yes,,256 GB,,Yes,Apple iPhone 7 ,iOS 10,"‚¹57,789",12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",138 g,1334 x 750 Pixels
929,,1000,,,10 MB,Dedicated Slot,,Poya P5,,‚¹649,0.3MP,,,,,,320 x 240$$Pixels
930,Yes,2300,Yes,Mali MP2 at 512 MHz,8 GB,Dedicated Slot,,JIVI Energy E12 ,Android Nougat 7.0,"‚¹3,120",5MP,1.3 GHz,Normal SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor",100 g,480 x 800 Pixels
931,,1300,,,32 MB,Dedicated Slot,,Micromax X1i-2017,,"‚¹1,199",0.08MP,,,,,,320 x 480 Pixels
932,Yes,950,,,64 MB,Dedicated Slot,,GLX W8,0,‚¹569,0.3MP,,,,,,128 x 160$$Pixels
933,Yes,3050,Yes,Mali T860 MP2,64 GB,Hybrid Slot,,Moto M ,Android Marshmallow 6,"‚¹11,190",16MP,2.2 GHz,Nano SIM,8MP,"Fingerprint Sensor, Vibration Sensor, Accelerometer Sensor, Proximity Sensor, E-compass, Gyroscope, Ambient Light Sensor",163 g,1920 x 1080 pixels
934,Yes,1500,,,32 MB,Dedicated Slot,,Tork T12,,‚¹849,0.3MP,,Normal SIM,,,,320 x 240 Pixels
935,,800,,,64 MB,Dedicated Slot,,MTR 230 Mini,,‚¹600,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
936,,4000,,,8 GB,,,Micromax JUICE 3 ,Android Lollipop V5.1,"‚¹7,999",8MP,1.3 GHz,,,,,1280 x 720 Pixels
937,,1000,,,32 MB,Dedicated Slot,,Mymax M44,No,‚¹515,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
938,Yes,1500,,,32 MB,Dedicated Slot,,Tork T11,,‚¹749,0.3MP,,Normal SIM,,,,320 x 240 Pixels
939,Yes,3000,,,32 MB,,,Blackbear C-88,,"‚¹1,250",0.3MP,,,,,120 g,320 x 220 Pixels
940,Yes,3000,Yes,Gfx 6 Series Graphic Chip,128 GB,,,Asus Zenfone 2 ZE551ML ,Android Lollipop 5,"‚¹29,999",13MP,2.3 GHz,Micro SIM,5MP,"Accelerometer, eCompass, Proximity Sensor, Gyroscope, Ambient Light Sensor, Hall Sensor",170 g,1920 x 1080 Pixels
941,Yes,1000,,,10 MB,Dedicated Slot,,Kara K-9 Slim,,‚¹999,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
942,Yes,1000,Yes,,32 MB,,No,Blackbear B5 Chrome,,‚¹850,0.3MP,1 MHz,Full Size SIM,,No,,420 x 320$$Pixels
943,Yes,1950,,,32 MB,Dedicated Slot,,Mtech Snap,,"‚¹1,299",0.3MP,,Normal SIM,0.3MP,,,320 x 240 Pixels
944,,2200,Yes,,16 GB,Dedicated Slot,,Panasonic P100 ,Android Nougat 7.0,"‚¹5,999",8MP,1.25 GHz,Micro SIM and Micro SIM,5MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Fingerprint Sensor",174.8 g,1280 x 720 Pixels
945,,1050,,,25 MB,Dedicated Slot,,Ssky K7i,,‚¹760,1.3MP,1.2 MHz,,,,,129 x 119$$Pixels
946,Yes,800,,,,Dedicated Slot,No,Samsung Guru Music 2 SM-B310E,,"‚¹1,999",0MP,208 MHz,Normal,0MP,,74.98 g,128 x 160 Pixels
947,,800,No,,,,No,Samsung Guru FM Plus,,"‚¹1,497",0MP,1.52 MHz,,0MP,,2.43 g,128 x 160 Pixels
948,Yes,2700,Yes,,16 GB,Dedicated Slot,No,Archos 55 Helium ,Android Marshmallow 6.0,"‚¹4,646",8MP,1.3 GHz,Micro SIM,2MP,"G-Sensor, Light Sensor, Proximity Sensor",,720 x 1280$$Pixels
949,Yes,800,,,,Dedicated Slot,,JIVI X57i Selfie,,‚¹829,1.3MP,1 MHz,Normal SIM,0.3MP,,95 g,169 x 128 pixels
950,Yes,1000,,,32 MB,,,Aqua Phoenix,,‚¹739,0.3MP,,Full Size SIM,,,64 g,128 x 160 Pixels
951,,2000,,,56 MB,Dedicated Slot,,Lava KKT 34 Power,,"‚¹1,649",0.03MP,1 MHz,,,,,320 x 480$$Pixels
952,Yes,1800,,,,Dedicated Slot,,Mtech L33,,‚¹849,0.3MP,,Normal SIM,,,,240 x 320 Pixels
953,Yes,950,,,64 MB,Dedicated Slot,,Gfive U229 Combo of Three Mobile,0,"‚¹1,659",0.3MP,,,,,,128 x 160$$Pixels
954,Yes,800,,,32 MB,Dedicated Slot,,Karbonn K310n,,‚¹790,0.3MP,1 GHz,,,,65 g,240 x 320$$Pixels
955,,3200,Yes,,64 GB,Dedicated Slot,,OPPO F5 ,Android Nougat 7.1,"‚¹24,990",16MP,2.5 GHz,Dual Nano SIM,20MP,"Distance Sensor, Light Sensor, G-sensor, E-compass",152 g,2160 x 1080 Pixels
956,,1700,,,32 MB,Dedicated Slot,,Kechaoda Stylish Bold K101,,"‚¹1,040",0.03MP,,,,,,280 x 360 Pixels
957,Yes,800,,,,,,Celkon C26,,"‚¹1,298",1.3MP,,Mini SIM,,,75 g,240 x 320 pixels
958,,800,,,20 KB,,,Zen Atom 102,,‚¹999,1.3MP,,Micro SIM,,,,480 x 854 Pixels
959,Yes,1800,Yes,200,5 KB,,No,Zen Zen M72 Max,Series 30 7.5,"‚¹1,340",1.3MP,1.2 MHz,Normal,,,65 g,320x240
960,,600,,,1 MB,Dedicated Slot,,Rocktel W18,,‚¹569,0.3MP,,,,,,240 x 320 Pixels
961,Yes,2500,Yes,Yes,8 GB,Dedicated Slot,No,Reach Allure Admire 4G VoLTE ,Android Nougat 7.0,"‚¹3,699",8MP,1.3 GHz,Micro SIM,2MP,G-sensor,,854 x 480 Pixels
962,Yes,2800,,,32 MB,Dedicated Slot,,GreenBerry G55,,"‚¹1,099",2MP,1.2 MHz,Standard SIM,,,,320 x 480 Pixels
963,,1700,,,50 KB,Hybrid Slot,,Zen X55 Star,,"‚¹1,248",1.3MP,,,,,,480 x 854 Pixels
964,Yes,1000,,,32 MB,,,BlackBear STYLE,,‚¹791,0.3MP,,,,,,320 x 480 Pixels
965,,1500,,,35 MB,Hybrid Slot,,Yxtel ULTRA 2400,,‚¹894,1.3MP,,,,,,320 x 480 Pixels
966,Yes,4350,Yes,ARM Mali-T880 MP2 900 MHz,64 GB,Dedicated Slot,,Infinix Zero 5 ,Android Nougat 7,"‚¹17,999",12MP + 13MP,2.6 GHz,Dual Micro SIM,16MP,"G-Sensor, E-Compass, Light Sensor, Proximity Sensor, Gyroscope Sensor",197 g,1080 x 1920 Pixels
967,,3500,,,32 GB,Hybrid Slot,,Lenovo Vibe K5 Note ,Android Marshmallow 6,"‚¹10,223",13MP,1.8 GHz,Nano SIM,8MP,Finger Print Sensor,165 g,1920 x 1080 pixels
968,Yes,3600,,,1 MB,Dedicated Slot,,JIVI Sumo T3000,,"‚¹1,442",0.3MP,,,,,,240 x 320 Pixels
969,,2500,,,16 GB,Hybrid Slot,,Coolpad Note 5 Lite C ,Android Nougat 7.1,"‚¹7,199",8MP,1.1 GHz,,5MP,,,1280 x 720 Pixels
970,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
971,Yes,4000,,,16 GB,Dedicated Slot,,Karbonn Titanium Jumbo ,Android Nougat 7,"‚¹4,999",13MP,1.3 GHz,Micro Sim,8MP,"Gravity Sensor, Proximity Sensor, Light Sensor",172 g,1280 x 720 Pixels
972,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
973,Yes,1750,,,8 GB,Hybrid Slot,,Intex Aqua A4 ,Android Nougat 7.0,"‚¹3,199",5MP,1.3 GHz,Micro SIM,,,120 g,480 x 800
974,Yes,2500,Yes,,4 GB,Dedicated Slot,,Swipe Neo Power ,Android Marshmallow 6.0,"‚¹2,690",5MP,1.3 GHz,Nano SIM and Micro SIM,2MP,,125 g,800 x 480 Pixels
975,,800,Yes,,10 MB,Dedicated Slot,,Rocktel R3310,No,‚¹599,0.3MP,1 GHz,,,,,240 x 360 Pixels
976,,2620,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
977,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
978,,2630,Yes,Adreno A306,16 GB,Dedicated Slot,,OPPO A37f ,Android Lollipop Color OS 3.0 based on Android 5.1,"‚¹8,990",8MP,1.2 GHz,Nano Sim,5MP,,136 g,1280 x 720 Pixels
979,Yes,800,,,10 MB,Dedicated Slot,,Rocktel R3310,,‚¹569,0.3MP,1.0 MHz,,,,,320 x 240$$Pixels
980,,850,,,,,,Peace P1,0,‚¹515,0.3MP,,,,,,320 x 120 Pixels
981,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
982,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
983,,1000,,,32 MB,Dedicated Slot,,Tymes Y331,,‚¹649,1.3MP,1.2 MHz,Normal SIM,,,,128 x 160$$Pixels
984,Yes,1800,,,32 MB,Dedicated Slot,,Mtech L55,,‚¹849,0.3MP,,Regular SIM,,,,128 x 160 Pixels
985,,1000,,,,Dedicated Slot,,Itel IT2180,,‚¹845,1.3MP,,,,,,240 x 320 Pixels
986,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
987,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
988,,850,,,28 MB,,,Forme N3,,‚¹655,0.8MP,,,,,,320 x 120 Pixels
989,Yes,1750,,,,,,Karbonn K9 SPY,,"‚¹1,279",1.3MP,,,,,,320 x 240 pixels
990,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
991,,2800,,,16 GB,Hybrid Slot,,Moto E4 ,Android Nougat 7.1.1,"‚¹6,872",8MP,1.3 GHz,,,,,720 x 1280 Pixels
992,,1800,,,64 MB,Dedicated Slot,,Ssky S900,,"‚¹1,140",1.3MP,1.2 MHz,Normal SIM,,,,320 x 428$$Pixels
993,Yes,1750,,,,Dedicated Slot,,Lava Captain K1 Plus,,‚¹939,0.3MP,,,,,120 g,128 x 160 Pixels
994,Yes,2200,,,,Hybrid Slot,,Gfive Z8,,‚¹875,0.3MP,,Normal SIM,,,,240 x 320 Pixels
995,Yes,1800,,,64 MB,Dedicated Slot,,1+1=2 D3 Combo of Two Mobile,0,"‚¹1,329",0.3MP,,Normal SIM,,,,240 x 320$$Pixels
996,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
997,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
998,,1500,,,,,,Forme W1+,,‚¹999,0.3MP,,,,,,320 x 120 Pixels
999,Yes,1800,,,64 MB,Dedicated Slot,,1+1=2 D3 Combo of Two Mobile,0,"‚¹1,329",0.3MP,,Normal SIM,,,,240 x 320$$Pixels
1000,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
1001,,4000,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
1002,,2620,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
1003,yes,850,,,32 MB,,,Forme N2,,‚¹649,0.3MP,1 GHz,Normal Sim,,,120 g,128*160
1004,Yes,4000,Yes,,16 GB,Dedicated Slot,,Comio C2 ,Android Nougat 7,"‚¹6,899",8MP,1.3 GHz,,8MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor",165.4 g,1280x720 Pixels
1005,,3020,,,32 GB,Hybrid Slot,,Lava Z25 ,Android Marshmallow 6,"‚¹14,990",13MP,1.5 GHz,,8MP,Fingerprint Sensor,163 g,1280 x 720 pixels
1006,,2600,Yes,,8 GB,Dedicated Slot,,Samsung Galaxy J2 Ace ,Android Marshmallow 6,"‚¹8,090",8MP,1.4 GHz,Micro SIM,5MP,"Accelerometer, Proximity Sensor",,540 x 960 Pixels
1007,,800,,,64 MB,Dedicated Slot,,I Kall K12,,‚¹599,0.3MP,,Normal SIM,,,,128 x 160$$Pixels
1008,Yes,2450,Yes,,8 GB,Dedicated Slot,,InFocus M500 ,Android Lollipop 6.0,"‚¹4,449",5MP,1.2 GHz,,,,,1920 x 1020 Pixels
1009,,1800,,,,Dedicated Slot,,Ziox Z23,,‚¹849,0.3MP,,,,,95 g,240 x 320 Pixels
1010,Yes,2800,,,16 GB,,,HTC Desire 728G Dual Sim ,Android Lollipop 5.0.2,"‚¹8,499",13MP,1.3 GHz,Nano SIM,5MP,,153 g,1280 x 720 Pixels
1011,Yes,1000,No,,32 MB,Dedicated Slot,No,M-Smart M-3310,,‚¹598,0.3MP,1.2 MHz,Normal Sim,0.0MP + 0MP,,,128 x 160$$Pixels
1012,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1013,Yes,1500,,,32 MB,Dedicated Slot,,Tork T12,,‚¹849,0.3MP,,Normal SIM,,,,320 x 240 Pixels
1014,,1000,,,32 MB,,,Micromax X071,,‚¹880,0.08MP,,Normal Sim,,,,128 x 160 Pixels
1015,,800,,,512 KB,,,Intex Intex Eco 105 Mobile,,‚¹835,0.3MP,,,,,,128 x 160 Pixels
1016,,1800,,,,Dedicated Slot,,Ziox Trendy,,"‚¹1,400",0.3MP,,,,,105 g,240 x 320 Pixels
1017,,950,,,32 MB,Dedicated Slot,,Gfive U550,No,‚¹699,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
1018,,3600,,,1 MB,Dedicated Slot,,JIVI Sumo T3000,,"‚¹1,369",1.3MP,,,,,,240 x 320 Pixels
1019,,2800,,,10 MB,Dedicated Slot,,Lemon Dabang 200,,"‚¹1,250",0.3MP,1 MHz,Regular SIM,,,200 g,240 x 320$$Pixels
1020,Yes,2200,,,10 MB,Dedicated Slot,,Kara K-9 Slim,,‚¹999,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
1021,,2700,,,8 GB,Dedicated Slot,,Zen Cinemax Click ,Android Marshmallow 6,"‚¹5,980",8MP,1.3 GHz,,,,,854 x 480 Pixels
1022,,3000,Yes,,16 GB,Dedicated Slot,,Gionee X-1 ,Android Nougat 7.0,"‚¹8,399",8MP,1.3 GHz,Nano SIM and Nano SIM,8MP,Fingerprint Security,154 g,1280 x 720 Pixels
1023,Yes,4350,Yes,ARM Mali-T880 MP2 900 MHz,128 GB,Dedicated Slot,,Infinix Zero 5 Pro ,Android Nougat 7,"‚¹19,999",12MP + 13MP,2.6 GHz,Dual Micro SIM,16MP,"G-Sensor, E-Compass, Light Sensor, Proximity Sensor, Gyroscope Sensor",197 g,1080 x 1920 Pixels
1024,Yes,1050,Yes,,36 MB,,,SSKY K7i,,‚¹760,1.3MP,1.2 MHz,Normal SIM,,No,70 g,240 x 360$$Pixels
1025,Yes,1000,No,,32 MB,Dedicated Slot,No,M-Smart M-3310,,‚¹598,0.3MP,1.2 MHz,Normal Sim,0.0MP + 0MP,,,128 x 160$$Pixels
