ID,3.5mm jack,Battery,Clock Speed,Card slot,GPS Support,GPU,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight
877,Yes,1500,1.4 GHz Scorpion,"microSD, up to 32 GB (dedicated slot)",Yes,,4 GB,,Samsung S8600 Wave 3,bada 2.0,About 150 EUR,"5 MP, autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Mini-SIM,VGA,"Accelerometer, proximity, compass",122 g (4.30 oz)
878,No,1020,,"microSD, up to 2 GB (dedicated slot)",No,,9 MB,,Nokia 3110 Evolve,,About 100 EUR,1.3 MP,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,87 g (3.07 oz)
879,Yes,1700,Dual-core 1.0 GHz Krait,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 305,"4 GB, 512 MB RAM",,HTC Windows Phone 8S,"Microsoft Windows Phone 8, upgradeable to WP8 GDR3",About 150 EUR,"5 MP, autofocus, LED flash, check quality","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Micro-SIM,No,"Accelerometer, proximity",113 g (3.99 oz)
880,No,930,,microSD (dedicated slot),No,,40 MB,,Motorola Z6c,,About 120 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",Mini-SIM,No,,105 g (3.70 oz)
881,Yes,2000,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX531u,"4 GB, 512 MB RAM",,BLU Studio 5.0,Android 4.1 (Jelly Bean),About 100 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~187 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",VGA,"Accelerometer, gyro, proximity, compass",170 g (6.00 oz)
882,No,800,,No,No,,,,Samsung Guru E1081T,,,,"128 x 128 pixels, 1:1 ratio (~127 ppi density)",Mini-SIM,,,64.5 g (2.26 oz)
883,Yes,1000,,"microSD, up to 16 GB (dedicated slot)",No,,,,alcatel 2001,,About 60 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,,89 g (3.14 oz)
884,Yes,1540,800 MHz Cortex-A8,"microSD, up to 32 GB (dedicated slot), 2 GB included",Yes,PowerVR SGX530,"2 GB, 512 MB RAM",,Motorola DEFY,"Android 2.1 (Eclair), upgradable to 2.2 (Froyo)",About 110 EUR,"5 MP, autofocus, LED flash, check quality","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",118 g (4.16 oz)
885,No,650,,No,No,,,,alcatel OT-E256,,,,102 x 80 pixels,Mini-SIM,,,75 g (2.65 oz)
886,Yes,1400,1.0 GHz,"microSD, up to 32 GB",No,,256 MB + 512 MB,,Celkon Campus Nova A352E,Android 4.2.2 (Jelly Bean),,2 MP,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",Dual SIM,No,Accelerometer,-
887,Yes,1300,1.0 GHz Cortex-A9,"microSD, up to 64 GB (dedicated slot)",Yes,Broadcom VideoCore IV,"4 GB, 512 MB RAM",Yes,Samsung Galaxy Fame S6810,Android 4.1.2 (Jelly Bean),About 120 EUR,"5 MP, f/2.7, autofocus, LED flash, check quality","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",VGA,"Accelerometer, proximity, compass",120.6 g (4.23 oz)
888,Yes,1500,K3 Hi3611 460MHz,"microSD, up to 16 GB (dedicated slot), 2 GB included",Yes,,"256 MB ROM, 128 MB RAM",,Micromax W900,Microsoft Windows Mobile 6.1 Professional,About 60 EUR,2 MP,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Mini-SIM,No,Accelerometer,113 g (3.99 oz)
889,Yes,950,600 MHz ARM 11,"microSD, up to 32 GB (dedicated slot), 2 GB included",No,,200 MB,,Nokia X5-01,"Symbian OS 9.3, Series 60 v3.2 UI",About 120 EUR,"5 MP, LED flash, check quality","320 x 240 pixels, 4:3 ratio (~169 ppi density)",Mini-SIM,No,Accelerometer,129 g (4.55 oz)
890,Yes,1600,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX531u,"4 GB (2 GB user available), 512 MB RAM",,Micromax A90s,Android 4.0.3 (Ice Cream Sandwich),About 190 EUR,"8 MP, LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Dual SIM (Mini-SIM),VGA,"Accelerometer, proximity, compass",118.4 g (4.16 oz)
891,Yes,2600,Quad-core 2.3 GHz Krait 400,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 330,"16 GB, 2 GB RAM",Yes,HTC One ,Android 4.4.2 (KitKat),About 350 EUR,"13 MP, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Nano-SIM,"5 MP, 1080p","Accelerometer, gyro, proximity, compass, barometer",164 g (5.78 oz)
892,No,900,,No,No,,,,Nokia 6130,,,,5 lines,Mini-SIM,,,152 g (5.36 oz)
893,No,225,184 MHz,No,No,,8 MB RAM,,alcatel GO Watch,Proprietary OS,,,240 x 204 pixels (~258 ppi density),No,,"Accelerometer, altimeter, gyro, heart rate, compass",-
894,No,1000,,"microSD, up to 16 GB (dedicated slot), 1 GB included",No,,50 MB,,Samsung I6220 Star TV,,About 130 EUR,3.15 MP,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",Mini-SIM,No,Accelerometer,92 g (3.25 oz)
895,Yes,1350,800 MHz ARM 11,"microSD, up to 32 GB (dedicated slot), 2 GB included",Yes,Adreno 200,"158 MB, 278 MB RAM",,Samsung Galaxy Ace S5830,Android 2.3 (Gingerbread),About 90 EUR,"5 MP, f/2.6, autofocus, LED flash, check quality","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",113 g (3.99 oz)
896,No,880,,microSD (dedicated slot),No,,128 MB,,Samsung Z710,,,"3.15 MP, autofocus, LED flash","240 x 320 pixels, 2.15 inch, 4:3 ratio",Mini-SIM,VGA videocall camera,,108 g (3.81 oz)
897,Yes,3000,Dual-core 1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",No,,2 GB,,Micromax Funbook 3G P600 ,Android 4.0.4 (Ice Cream Sandwich),About 130 EUR,2 MP,"480 x 800 pixels, 5:3 ratio (~133 ppi density)",Yes,VGA,Accelerometer,370 g (13.05 oz)
898,Yes,1300,Dual-core 1.0 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,,"512 MB, 256 MB RAM",,alcatel Orange Klif,Firefox 2.0,,"2 MP, LED flash","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Dual SIM,No,Accelerometer,-
899,Yes,3000,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 508,"64 GB, 4/6 GB RAM",Yes,Nokia 7,"Android 7.1.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",About 360 EUR,"16 MP (f/1.8, 1.12 Âµm), phase detection autofocus, Carl Zeiss optics, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","5 MP (f/2.0, 1.4 Âµm), autofocus","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",-
900,Yes,940,,"microSD, up to 32 GB (dedicated slot)",No,,8 MB,,Motorola ZN300,Linux / Java-based MOTOMAGX,About 60 EUR,"3.15 MP, flash","240 x 320 pixels, 4:3 ratio",Mini-SIM,No,,103 g (3.63 oz)
901,Yes,2000,Quad-core 1.5 GHz Cortex-A7,No,Yes,PowerVR SGX544MP2,"16 GB (12.5 user available), 2 GB RAM",,Micromax Canvas Turbo,Android 4.2.1 (Jelly Bean),About 240 EUR,"13 MP, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Dual SIM (Micro-SIM),5 MP,"Accelerometer, gyro, proximity, compass",-
902,No,970,,"miniSD, 64 MB included",No,,6 MB,,Nokia 6280,,About 150 EUR,"2 MP, LED flash","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,VGA videocall camera,,115 g (4.06 oz)
903,Yes,4000,Dual-core 1.0 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX540,"8/16/32 GB, 1 GB RAM",,Samsung Galaxy Tab 2 7.0 P3100 ,"Android 4.0.3 (Ice Cream Sandwich), 4.1.1, upgradable to 4.2.2 (Jelly Bean)",About 150 EUR,3.15 MP,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Mini-SIM,VGA,"Accelerometer, gyro, proximity, compass",345 g (12.17 oz)
904,Yes,2200,,"microSD, up to 8 GB",No,,,,Celkon C44 Duos,,,1.3 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Dual SIM,No,,-
905,Yes,3300,Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 405Mali-T830 MP1,"16 GB, 2 GB RAM",Yes,Samsung Galaxy J7 ,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 230 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/1.9, LED flash","Accelerometer, proximity",170 g (6.00 oz)
906,Yes,4000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400,"8 GB, 1 GB RAM",,BLU Energy X Plus,Android 5.0 (Lollipop),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Accelerometer, proximity, compass",169 g (5.96 oz)
907,Yes,2000,Quad-core 1.2 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,,"4 GB, 768 MB RAM",,Samsung Galaxy Core II,Android 4.4.2 (KitKat),About 130 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",VGA,Accelerometer,138 g (4.87 oz)
908,No,1600,168 MHz ARM925T,microSD (dedicated slot),Yes,,24 MB,,Motorola A1000,"Symbian 7.0, UIQ v2.1 UI",,1.3 MP,"208 x 320 pixels, 3:2 ratio (~132 ppi density)",Mini-SIM,Yes,,160 g (5.64 oz)
909,No,720,,No,No,,,,alcatel OT-102,,,,"96 x 64 pixels, 3:2 ratio (~89 ppi density)",Mini-SIM,,,69 g (2.43 oz)
910,Yes,,,"microSD, up to 32 GB (dedicated slot)",Yes,,,,alcatel OT-915,Android 2.3 (Gingerbread),,"5 MP, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",123.4 g (4.34 oz)
911,No,1000,,"microSD, up to 8 GB (dedicated slot)",No,,,,Celkon C102,,,,128 x 160 pixels (~114 ppi density),Dual SIM (Mini-SIM),,,78 g (2.75 oz)
912,Yes,850,245 MHz,"microSD, up to 16 GB (dedicated slot)",No,,,,alcatel OT-690,,,2 MP,176 x 220 pixels (~141 ppi density),Mini-SIM,No,,-
913,No,1500,"Samsung S3C6410 800MHz, dedicated graphics accelerator","microSD, up to 32 GB (dedicated slot)",Yes,,"8 GB, 256 MB RAM, 512 MB ROM",,Samsung B7620 Giorgio Armani,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",About 280 EUR,"5 MP, autofocus, LED flash","800 x 480 pixels, 5:3 ratio (~267 ppi density)",Mini-SIM,Yes,Accelerometer,164 g (5.78 oz)
914,No,950,,No,No,,,,Nokia 3510,,,,5 lines,Mini-SIM,,,105 g (3.70 oz)
915,Yes,2000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,,"8 GB, 1 GB RAM",,Micromax Bolt Q381,Android 5.1 (Lollipop),,5 MP,"480 x 854 pixels, 16:9 ratio (~196 ppi density)","Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)",VGA,Accelerometer,-
916,No,1200,200 MHz ARM926EJ-S,microSD (dedicated slot),No,,"64 MB RAM, 128 MB ROM",,HTC P3350,Microsoft Windows Mobile 5.0 PocketPC,About 210 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,,130 g (4.59 oz)
917,No,800,156 MHz,No,No,,,,Samsung E1200 Pusha,,About 20 EUR,,"128 x 128 pixels, 1:1 ratio (~119 ppi density)",Mini-SIM,,,65.1 g (2.29 oz)
918,Yes,2000,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400MP2,"8 GB, 1 GB RAM",,BLU Studio G2 HD,Android 6.0 (Marshmallow),,"5 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM (Mini-SIM),5 MP,Accelerometer,141 g (4.97 oz)
919,No,750,,No,No,,,,Motorola WX181,,About 30 EUR,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",Mini-SIM,,,83 g (2.93 oz)
920,Yes,1300,Quad-core 1.3 GHz,"microSD, up to 32 GB",Yes,,"4 GB, 512 MB RAM",,Micromax Bharat 2 Ultra,Android 6.0 (Marshmallow),About 2900 INR,"2 MP, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",VGA,Accelerometer,120 g (4.23 oz)
921,No,,,microSD (dedicated slot),No,,,,Samsung Z700,,,"3.15 MP, LED flash","320 x 240 pixels, 4:3 ratio",Mini-SIM,VGA videocall camera,,125 g (4.41 oz)
922,No,500,,"microSD, up to 4 GB (dedicated slot)",No,,2 MB,,alcatel OT-301,,,VGA,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",Mini-SIM,No,,69 g (2.43 oz)
923,Yes,2460,Quad-core 1.3 GHz Cortex-A53,"microSD, up to 256 GB",Yes,Mali-T720MP2,"16 GB, 2 GB RAM",,alcatel Shine Lite,Android 6.0 (Marshmallow),About 200 EUR,"13 MP, autofocus, dual-LED dual-tone flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","5 MP, LED flash","Fingerprint (rear-mounted), accelerometer, proximity, compass",156 g (5.50 oz)
924,Yes,2000,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,,"4 GB, 512 MB RAM",,alcatel Pop 2 ,Android 5.0 (Lollipop),,"3.15 MP, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Micro-SIM,VGA,"Accelerometer, proximity, compass",125 g (4.41 oz)
925,No,690,,No,No,,70 MB,,Samsung U100,,About 80 EUR,3.15 MP,220 x 176 pixels (~146 ppi density),Mini-SIM,No,,57 g (2.01 oz)
926,Yes,2200,Quad-core 1.6 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 305,"16 GB, 2 GB RAM",,HTC Desire 630,Android 6.0 (Marshmallow),About 190 EUR,"13 MP, f/2.4, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","5 MP, f/2.8","Accelerometer, proximity",140 g (4.94 oz)
927,No,1300,,"microSD, up to 16 GB (dedicated slot)",Yes,,70 MB,,Samsung A847 Rugby II,,About 100 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,No,,100 g (3.53 oz)
928,Yes,1500,800 MHz,"microSD, up to 32 GB (dedicated slot)",Yes,,125 MB,,Samsung R730 Transfix,Android 2.3 (Gingerbread),About 130 EUR,3.15 MP,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Mini-SIM,No,"Accelerometer, proximity, compass",126 g (4.44 oz)
929,Yes,2100,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)",Yes,,"8 GB, 1 GB RAM",,Samsung G3812B Galaxy S3 Slim,Android 4.2 (Jelly Bean),About 200 EUR,"5 MP, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~244 ppi density)",Micro-SIM,VGA,"Accelerometer, proximity, compass",139 g (4.90 oz)
930,No,1000,,"microSD, up to 8 GB (dedicated slot)",No,,80 MB,,Micromax X40,,About 70 EUR,2 MP,"240 x 320 pixels, 4:3 ratio","Dual SIM (Mini-SIM, dual stand-by)",No,,148 g (5.22 oz)
931,No,1000,,No,No,,4 GB,,Nokia 8800 Gold Arte,,About 1070 EUR,"3.15 MP, autofocus","240 x 320 pixels, 4:3 ratio (~200 ppi density)",Mini-SIM,No,Accelerometer,150 g (5.29 oz)
932,Yes,910,,"microSD, up to 32 GB (dedicated slot)",No,,50 MB,,Motorola EX119,,About 60 EUR,3.15 MP,"320 x 240 pixels, 4:3 ratio (~167 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",No,,87 g (3.07 oz)
933,Yes,1500,Dual-core 1.3 GHz,"microSD, up to 32 GB (dedicated slot)",No,,"4 GB, 512 MB RAM",,Celkon AR40,Android 4.2.2 (Jelly Bean),,3.15 MP,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM,Yes,Accelerometer,126.5 (4.44 oz)
934,Yes,1500,1.0 GHz,No,Yes,,"4 GB, 512 MB RAM",,alcatel View,Microsoft Windows Phone 7.8,,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Yes,Yes,"Accelerometer, proximity",-
935,Yes,2965,Octa-core 1.8 GHz Cortex-A53,"microSD, up to 400 GB (uses SIM 2 slot)",Yes,Adreno 506,"32 GB, 3 GB RAM",,HTC Desire 12+,Android 8.0 (Oreo),About 250 EUR,"Dual: 13 MP + 2 MP, f/2.2, phase detection autofocus, LED flash","720 x 1440 pixels, 18:9 ratio (~268 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/2.0, 1080p","Fingerprint (rear-mounted), accelerometer, proximity, compass",157.5 g (5.57 oz)
936,Yes,1300,Dual-core 1.0 GHz Cortex-A7,"microSD, up to 64 GB",Yes,Mali-400,"512 MB, 256 MB RAM",,BLU Neo 3.5,Android 4.2 (Jelly Bean),About 70 EUR,1.3 MP,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",No,"Accelerometer, gyro, proximity",101 g (3.56 oz)
937,No,,,microSD (dedicated slot),No,,,,Motorola A732,,,VGA,128 x 160 pixels (~114 ppi density),Mini-SIM,No,,95 g (3.35 oz)
938,Yes,1000,,"microSD, up to 16 GB (dedicated slot)",No,,108 MB,,Samsung S5610,,About 80 EUR,"5 MP, autofocus, LED flash","240 x 320 pixels, 4:3 ratio (~167 ppi density)",Mini-SIM,No,,91 g (3.21 oz)
939,Yes,700,,"microSD, up to 8 GB (dedicated slot)",No,,"64 MB ROM, 32 MB RAM",,BLU Deejay Flip,,,1.3 MP,176 x 220 pixels (~141 ppi density),Mini-SIM,No,,70 g (2.47 oz)
940,No,800,,microSD (dedicated slot),No,,,,Samsung T659 Scarlet,,About 50 EUR,2 MP,"240 x 320 pixels, 4:3 ratio",Mini-SIM,No,,93.6 g (3.28 oz)
941,No,1000,,"microSD, up to 16 GB (dedicated slot)",Yes,,256 MB,,Samsung A817 Solstice II,,About 90 EUR,2 MP,"240 x 400 pixels, 5:3 ratio (~139 ppi density)",Mini-SIM,No,,95 g (3.35 oz)
942,Yes,1450,1.0 GHz Scorpion,"microSD, up to 32 GB (dedicated slot), 16 GB included",Yes,Adreno 205,"1.1 GB, 768 MB RAM",,HTC DROID Incredible 2,"Android 2.2 (Froyo), upgradable to 4.0 (Ice Cream Sandwich)",About 100 EUR,"8 MP, autofocus, dual-LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Mini-SIM,1.3 MP,"Accelerometer, proximity, compass",135 g (4.76 oz)
943,Yes,2200,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 305,"16 GB, 1 GB RAM",Yes,Nokia Lumia 830,"Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10",About 330 EUR,"10 MP (f/2.2, 26mm, 1/3.4""), Carl Zeiss optics, OIS, autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Nano-SIM,"0.9 MP, 720p","Accelerometer, gyro, proximity, compass",150 g (5.29 oz)
944,No,1300,,"microSD, up to 8 GB (dedicated slot)",No,,,,Micromax X250,,About 30 EUR,VGA,176 x 220 pixels (~141 ppi density),Dual SIM (Mini-SIM),No,Accelerometer,76 g (2.68 oz)
945,Yes,1850,Quad-core 1.2 GHz,"microSD, up to 256 GB (dedicated slot)",Yes,,"4 GB, 768 MB RAM",Yes,Samsung Galaxy J1 4G,Android 4.4.4 (KitKat),About 120 EUR,"5 MP, autofocus, LED flash","480 x 800 pixels, 5:3 ratio (~217 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",2 MP,"Accelerometer, proximity",122 g (4.30 oz)
946,Yes,1450,1.0 GHz,"microSD, up to 32 GB (dedicated slot)",No,,"512 MB, 512 MB RAM",,Celkon A87,Android 2.3.6 (Gingerbread),About 70 EUR,"5 MP, autofocus","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM (Mini-SIM),VGA,Accelerometer,-
947,No,1000,,"microSD, up to 2 GB (dedicated slot)",No,,30 MB,,Samsung T819,,About 90 EUR,1.3 MP,176 x 220 pixels (~134 ppi density),Mini-SIM,No,,99 g (3.49 oz)
948,Yes,1000,420 MHz,"microSD, up to 16 GB (dedicated slot), 2 GB included",Yes,,150 MB,,alcatel OT-890,Android 2.1 (Eclair),About 80 EUR,2 MP,"320 x 240 pixels, 4:3 ratio (~143 ppi density)",Mini-SIM,No,"Accelerometer, compass",100.7 g (3.53 oz)
949,No,900,,microSD (dedicated slot),No,,20 MB,,Samsung Z370,,About 140 EUR,2 MP,220 x 176 pixels (~148 ppi density),Mini-SIM,VGA videocall camera,,71 g (2.50 oz)
950,No,850,,"microSD, up to 4 GB (dedicated slot)",No,,20 MB,,alcatel OT-800 One Touch Tribe,,About 140 EUR,2 MP,"320 x 240 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,No,,103 g (3.63 oz)
951,No,700,,No,No,,,,alcatel OT 153,,,,"112 x 64 pixels, 16:9 ratio",Mini-SIM,,,89 g (3.14 oz)
952,Yes,3000,Octa-core 1.3 GHz,"microSD, up to 64 GB",Yes,Mali-T720,"32 GB, 3 GB RAM",,BLU R2 Plus,Android 7.0 (Nougat),,"13 MP (f/2.0, 1/3"", 1.12 Âµm), phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Dual SIM (Micro-SIM),"13 MP, dual-LED dual-tone flash","Fingerprint (rear-mounted), accelerometer, proximity, compass",167 g (5.89 oz)
953,Yes,,Dual-core 1.0 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)",Yes,ULP GeForce,"16/32/64 GB, 1 GB RAM",,Motorola XOOM MZ600 ,"Android 3.0 (Honeycomb), 4.1.2 (Jelly Bean), not upgradable to 4.2 (Jelly Bean)",About 310 EUR,"5 MP, autofocus, dual-LED flash","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Mini-SIM,2 MP,"Accelerometer, gyro, compass",730 g (1.61 lb)
954,No,1100,528 MHz ARM 11,microSD (dedicated slot),Yes,Adreno 130,"288 MB RAM, 512 MB ROM",,HTC Pure,Microsoft Windows Mobile 6.5 Professional,About 80 EUR,"5 MP, autofocus","480 x 800 pixels, 5:3 ratio (~292 ppi density)",Mini-SIM,VGA videocall camera,Accelerometer,117.5 g (4.13 oz)
955,Yes,1500,1.0 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)",No,,"4 GB, 512 MB RAM",,Samsung Galaxy Star Pro S7260,Android 4.1.2 (Jelly Bean),About 90 EUR,2 MP,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by, dual active)",No,Accelerometer,121 g (4.27 oz)
956,Yes,1500,S5PC111 1GHz,"microSD, up to 32 GB (dedicated slot), 8 GB included",Yes,,8 GB,,Samsung M130L Galaxy U,Android 2.1 (Eclair),About 220 EUR,"5 MP, autofocus","480 x 800 pixels, 5:3 ratio (~252 ppi density)",Mini-SIM,VGA,"Accelerometer, proximity, compass",131 g (4.62 oz)
957,TBD,3000,,"microSD, up to 8 GB",No,,,,Micromax X352,,About 20 EUR,VGA,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Dual SIM,No,,-
958,Yes,1800,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-400MP2,"4 GB, 768 MB RAM",,Micromax Canvas Spark 2 Q334,Android 5.1 (Lollipop),,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Dual SIM,2 MP,"Accelerometer, proximity",154 g (5.43 oz)
959,,1800,,"microSD, up to 4 GB (dedicated slot)",No,,,,Celkon C517,,,VGA,176 x 220 pixels (~157 ppi density),Dual SIM (Mini-SIM),No,,106 g (3.74 oz)
960,No,650,,No,No,,,,alcatel OT-E220,,,,"120 x 80 pixels, 3:2 ratio",Mini-SIM,,,81 g (2.86 oz)
961,No,500,52 MHz,No,No,,,,alcatel OT-109,,,,"96 x 64 pixels, 3:2 ratio (~87 ppi density)",Mini-SIM,,,65 g (2.29 oz)
962,Yes,4000,1.5 GHz Scropion,"microSD, up to 32 GB (dedicated slot)",Yes,Adreno 205,"16/32 GB, 1 GB RAM",,HTC Flyer Wi-Fi ,"Android 2.3.3 (Gingerbread), upgradable to 3.2 (Honeycomb)",About 110 EUR,"5 MP, autofocus","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",No,1.3 MP,"Accelerometer, compass",420.8 g (14.82 oz)
963,Yes,2000,Quad-core 1.1 GHz Cortex-A53,"microSD, up to 64 GB",Yes,Mali-T720,"8 GB, 1 GB RAM",,BLU Dash L5 LTE,Android 7.0 (Nougat),,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Dual SIM (Micro-SIM),"5 MP, LED flash","Accelerometer, proximity",148 g (5.22 oz)
964,No,860,,"microSD, up to 16 GB (dedicated slot)",No,,45 MB,,Nokia 7020,,About 70 EUR,2 MP,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Mini-SIM,No,,86.2 g (3.03 oz)
965,Yes,1500,528 MHz ARM 11,"microSD, up to 16 GB (dedicated slot)",Yes,Adreno 130,"8 GB, 128 MB RAM",,Samsung I7500 Galaxy,Android 1.5 (Cupcake),About 140 EUR,"5 MP, autofocus, LED flash, check quality","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Mini-SIM,No,"Accelerometer, compass",116.7 g (4.09 oz)
966,Yes,3220,Quad-core 2.7 GHz Krait 450,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 420,"32 GB, 3 GB RAM",Yes,Samsung Galaxy Note 4 ,"Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)",About 250 EUR,"16 MP (f/2.2, 31mm, 1/2.6"", 1.12 Âµm), OIS, autofocus, LED flash","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)",Micro-SIM,"3.7 MP (f/1.9, 22mm), 1440p@30fps, 1080p (HDR)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",176 g (6.21 oz)
