,2G bands,3.5mm jack,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery,Battery life,Bluetooth,Bluetooth Support,Browser,Browser,Build,CPU,Camera,Card slot,Chipset,Colors,Dimensions,Display,EDGE,Expandable Storage,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Messaging,Multitouch,Music play,NFC,Name,OS,Performance,Price,Primary,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Protection,RAM,Radio,Resolution,SAR,SAR EU,SIM,SMS,Secondary,Secondary Camera Available,Secondary Camera Features,Sensors,Size,Speed,Stand-by,Status,Talk time,Technology,Type,USB,Video,WLAN,Weight,Wi-Fi Version
20,GSM 850 / 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer","2004, Q3",,,Removable Li-Ion 820 mAh battery (BA620),,1.1,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,Matte Black,"89 x 49 x 25 mm, 85 cc (3.50 x 1.93 x 0.98 in)",,No,,,Class 10,,No,,,,5 MB,,,,"SMS, EMS, MMS, Email",,,,Motorola V535,,,,VGA,,,,,,No,176 x 220 pixels,,,Mini-SIM,,No,,,,,,Up to 450 h,Discontinued,Up to 2 h,GSM,"TFT, 65K colors",,Yes,No,122 g (4.30 oz),
21,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration, Polyphonic, MP3 ringtones",2011,,,Removable Li-Ion 1000 mAh battery,,Yes,,Yes,Yes,,,,"microSD, up to 8 GB (dedicated slot)",,Black,98 x 49 x 10 mm (3.86 x 1.93 x 0.39 in),,Yes,,,Yes,,No,,,,,,,,"SMS, MMS",,,,Celkon C6,,,,1.3 MP,,,,,,Stereo FM radio,220 x 176 pixels (~141 ppi density),,,Dual SIM (Mini-SIM),,No,,,,"2.0 inches, 12.6 cm2 (~26.2% screen-to-body ratio)",,Up to 400 h,Discontinued,Up to 6 h,GSM,TFT,Proprietary,Yes,No,82 g (2.89 oz),
22,GSM 900 / 1800 / 1900 ,No,,,Vibration; Downloadable polyphonic ringtones,"2005, Q1",,,Removable Li-Ion 900 mAh battery (BL-5B),,1.2,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,Black,"106 x 44 x 20 mm, 73 cc (4.17 x 1.73 x 0.79 in)",,Class 6,,,Class 10,,No,,,,2.3 MB,,,,"SMS, MMS, EMail, Instant Messaging",,,,Nokia 6021,,,About 100 EUR,,,,,,,No,"128 x 128 pixels, 1:1 ratio (~116 ppi density)",0.69 W/kg (head)     1.04 W/kg (body)     ,0.72 W/kg (head)     ,Mini-SIM,,,,,,"1.56 inches, 7.9 cm2 (~16.8% screen-to-body ratio)",,Up to 320 h,Discontinued,Up to 3 h,GSM,"TFT, 65K colors",Pop-Port,,No,88 g (3.10 oz),
23,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,,"Vibration, Polyphonic, MP3 ringtones",2012,,,Removable Li-Ion 1000 mAh battery,,2,,No,No,,,,"microSD, up to 8 GB (dedicated slot)",,"Black, Black/Red",-,,No,,,Yes,,No,,,,,,,,SMS,,,,Celkon C337,,,,1.3 MP,,,,,,Stereo FM radio,176 x 220 pixels (~141 ppi density),,,Dual SIM (Mini-SIM),,No,,,,"2.0 inches, 12.6 cm2",,Up to 400 h,Discontinued,Up to 5 h,GSM,TFT,microUSB,Yes,No,-,
24,GSM 900 / 1800 ,No,,,Vibration; Downloadable polyphonic ringtones,"2007, February",,,Removable Li-Ion 750 mAh battery,,No,,WAP 1.2,WAP 1.2,,,,No,,"Blue, Silver, Black, Red",88 x 45 x 19.8 mm (3.46 x 1.77 x 0.78 in),,No,,,Class 10,,No,,,,600 KB,,,,"SMS, EMS",,,,Samsung C260,,,About 60 EUR,,,,,,,No,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,0.81 W/kg (head)     ,Mini-SIM,,,,,,"1.5 inches, 7.3 cm2 (~18.3% screen-to-body ratio)",,Up to 220 h,Discontinued,Up to 7 h,GSM,"UFB, 65K colors",No,,No,74 g (2.61 oz),
25,GSM 900 / 1800 ,No,,,"Vibration; Polyphonic(64), MP3 ringtones","2008, February. Released 2008, July",,,Removable Li-Ion 750 mAh battery,,"2.0, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,microSD (dedicated slot),,Dark Chrome,103.5 x 44.9 x 10.9 mm (4.07 x 1.77 x 0.43 in),,No,,,Class 10,,No,,,,10 MB,,,,"SMS, MMS, Email",,,,alcatel OT-S621,,,,1.3 MP,,,,,,No,128 x 160 pixels (~114 ppi density),,1.00 W/kg (head)     ,Mini-SIM,,No,,,,"1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",,Up to 400 h,Discontinued,Up to 10 h,GSM,"STN, 65K colors",Proprietary,Yes,No,69 g (2.43 oz),
26,GSM 900 / 1800 ,No,,,Vibration; Downloadable polyphonic ringtones,2003,,,Removable Li-Ion battery,,No,,WAP,WAP,,,,No,,3 metallic colors,"98 x 43 x 20 mm, 72 cc (3.86 x 1.69 x 0.79 in)",,No,,,No,,No,,,,,,,,"SMS, EMS 4.0",,,,alcatel OT 332,,,,,,,,,,No,"96 x 65 pixels, 4 lines, 3:2 ratio",,,Mini-SIM,,,,,,,,,Discontinued,,GSM,"CSTN, 4096 colors",,,No,77 g (2.72 oz),
27,GSM 850 / 900 / 1800 / 1900 ,Yes,,,"Vibration; MP3, WAV ringtones","2011, March. Released 2011, April",,,Removable Li-Ion 1000 mAh battery,,"3.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,,"microSD, up to 16 GB (dedicated slot)",,"Yellow/Black, White, Pink",109.9 x 60.6 x 11.7 mm (4.33 x 2.39 x 0.46 in),,Yes,,Smile shutter,Class 12,,No,,,,26 MB,,,,"SMS, MMS, Email, Push Email, IM",,,,Samsung S3850 Corby II,,,About 80 EUR,2 MP,,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~125 ppi density)",0.60 W/kg (head)     0.70 W/kg (body)     ,0.88 W/kg (head)     ,Mini-SIM,,No,,,Accelerometer,"3.2 inches, 31.7 cm2 (~47.6% screen-to-body ratio)",,Up to 620 h,Discontinued,Up to 9 h 30 min,GSM,"TFT capacitive touchscreen, 256K colors",microUSB 2.0,320p@15fps,Wi-Fi 802.11 b/g/n,102 g (3.60 oz),
28,GSM 850 / 900 / 1800 / 1900 ,No,HSDPA 900 / 1900 / 2100 ,,"Vibration, MP3 ringtones","2009, May. Released 2009, August",,,Removable Li-Ion 1480 mAh battery,,"2.0, A2DP",,"WAP 2.0 / xHTML, HTML, Adobe Flash Lite","WAP 2.0 / xHTML, HTML, Adobe Flash Lite",,528 MHz ARM 11,,"microSD, up to 16 GB (dedicated slot)",Qualcomm MSM7201A,Yes,111.8 x 59.6 x 12.6 mm (4.40 x 2.35 x 0.50 in),,Class 10,,Geo-tagging,Class 10,,"Yes, with A-GPS",,Adreno 130 GPU,,"100 MB, 256 MB RAM, 256 MB ROM",,,,"SMS, MMS, Email, IM",,,,Samsung B7320 OmniaPRO,"MS Windows Mobile 6.1 Standard, upgradeable to Windows Mobile 6.5",,About 110 EUR,3.15 MP,,,,,,"Stereo FM radio, RDS","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,0.64 W/kg (head)     ,Mini-SIM,,CIF,,,,"2.4 inches, 17.8 cm2 (~26.8% screen-to-body ratio)",HSPA 7.2/2 Mbps,Up to 590 h,Discontinued,Up to 10 h,GSM / HSPA,"TFT, 65K colors",2,Yes,Wi-Fi 802.11 b/g,110 g (3.88 oz),
29,GSM 850 / 900 / 1800 / 1900 ,No,UMTS 2100 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2006, November",,,Removable Li-Ion 950 mAh battery (BL-5F),,2,,WAP 2.0/xHTML,WAP 2.0/xHTML,,369 MHz ARM 11,,"microSD, up to 4 GB (dedicated slot)",,"Black, Light Blue","94 x 50 x 20.8 mm, 88 cc (3.70 x 1.97 x 0.82 in)",,Class 32,,,Class 32,,No,,,,"45 MB, 64 MB RAM",,,,"SMS, MMS, Email, Instant Messaging",,,,Nokia 6290,"Symbian OS 9.2, S60 rel. 3.1",,About 190 EUR,"2 MP, LED flash",,,,,,Stereo FM radio,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",0.33 W/kg (head)     0.54 W/kg (body)     ,0.47 W/kg (head)     ,Mini-SIM,,CIF videocall camera,,,,"2.2 inches, 15.0 cm2 (~31.9% screen-to-body ratio)","Yes, 384 kbps",Up to 264 h (2G) / 288 h (3G),Discontinued,Up to 3 h 30 min (2G) / 2 h 30 min (3G),GSM / UMTS,"TFT, 16M colors",miniUSB 2.0,Yes,No,115 g (4.06 oz),
30,GSM 900 / 1800 ,No,,,"Vibration; Downloadable polyphonic ringtones, composer","2002, October",,,Removable Li-Ion 1100 mAh battery (98481/SNN5595),,No,,WAP 1.2.1,WAP 1.2.1,,,,No,,,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),,No,,,Class 8,,No,,,,,,,,"SMS, EMS 5.0, Email",,,,Motorola T720,,,,,,,,,,No,"120 x 160 pixels, 9 lines, 4:3 ratio",,,Mini-SIM,,,,,,,,Up to 340 h,Discontinued,Up to 5 h,GSM,"CSTN, 4096 colors",,,No,100 g (3.53 oz),
31,GSM 850 / 900 / 1800 / 1900 ,Yes,,,"Vibration, MP3 ringtones","2011, August. Released Exp. release 2012, Q1",,,Removable Li-Ion 900 mAh battery,,"2.1, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 32 GB (dedicated slot)",,"Black, Red, Blue, Silver",101 x 55 x 16.5 mm (3.98 x 2.17 x 0.65 in),,Yes,,,Class 10,,No,,,,"1 GB ROM, 256 MB RAM",,,,"SMS, MMS, Email, Push Email, IM",,,,BLU Neo Pro,,,,3.15 MP,,,,,,Stereo FM radio,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,Mini-SIM,,No,,,,"2.8 inches, 24.3 cm2 (~43.7% screen-to-body ratio)",,Up to 200 h,Discontinued,Up to 3 h,GSM,"TFT capacitive touchscreen, 256K colors",microUSB,Yes,Wi-Fi 802.11 b/g/n,120 g (4.23 oz),
32,GSM 900 / 1800 / 1900 ,Yes,,,"Vibration; Downloadable polyphonic, MP3 ringtones","2007, August. Released 2008, January",,,Removable Li-Ion 800 mAh battery,,"2.0, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 2 GB (dedicated slot)",,"Black, Ice Blue, Candy Red, Metallic Green, Caramel Orange",94 x 46 x 17.5 mm (3.70 x 1.81 x 0.69 in),,Class 10,,,Class 10,,No,,,,20 MB,,,,"SMS, MMS, Email",,,,Samsung F250,,,About 80 EUR,1.3 MP,,,,,,FM radio,128 x 160 pixels (~102 ppi density),0.25 W/kg (head)     0.15 W/kg (body)     ,0.53 W/kg (head)     ,Mini-SIM,,No,,,,"2.0 inches, 12.6 cm2 (~29.1% screen-to-body ratio)",,Up to 290 h,Discontinued,Up to 6 h,GSM,"TFT, 65K colors",2,Yes,No,96 g (3.39 oz),
33,CDMA 800 / 1900 ,Yes,CDMA2000 1xEV-DO ,LTE band 13(700),"Vibration; MP3, WAV ringtones","2012, January. Released 2012, January",,,Non-removable Li-Ion 3300 mAh battery,"

Endurance rating 61h

","4.0, A2DP, EDR, LE",,"HTML, Adobe Flash","HTML, Adobe Flash",,Dual-core 1.2 GHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot), 16 GB included",TI OMAP 4430,Black,130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in),,Yes,,"Touch focus, geo-tagging, face detection",Yes,,"Yes, with A-GPS, GLONASS",,PowerVR SGX540,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Motorola DROID RAZR MAXX,"Android 2.3.6 (Gingerbread), upgradable to 4.1 (Jelly Bean)",,About 260 EUR,"8 MP, autofocus, LED flash",,,,Corning Gorilla Glass,,No,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",1.45 W/kg (head)     0.71 W/kg (body)     ,,Micro-SIM,,"1.3 MP, 720p",,,"Accelerometer, proximity, compass","4.3 inches, 51.0 cm2 (~56.6% screen-to-body ratio)","EV-DO Rev.A 3.1 Mbps, LTE, HSPA",Up to 380 h,Discontinued,Up to 21 h 30 min,GSM / CDMA / HSPA / EVDO / LTE,"Super AMOLED Advanced capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",145 g (5.11 oz),
34,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"Vibration, Polyphonic, MP3 ringtones","2013, August. Released 2013, August",,,Removable Li-Ion 1600 mAh battery,,Yes,,No,No,,,,"microSD, up to 8 GB (dedicated slot)",,Black,-,,No,,,Yes,,No,,,,,,,,SMS,,,,Celkon C69,,,,VGA,,,,,,FM radio,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,0.79 W/kg (head)     0.93 W/kg (body)     ,"Dual SIM (Mini-SIM, dual stand-by)",,No,,,,"2.4 inches, 17.8 cm2",,,Discontinued,,GSM,TFT,Proprietary,Yes,No,-,
35,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration; MP3, WAV ringtones","2012, June. Released 2012, June",,,Removable Li-Ion 1300 mAh battery,,"2.0, A2DP",,HTML,HTML,,650 MHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",Mediatek MT6513,"White, Black",115 x 63 x 13 mm (4.53 x 2.48 x 0.51 in),,Yes,,,Class 12,,No,,PowerVR SGX531,,180 MB,,,,"SMS, MMS, Email, IM",Yes,,,Micromax A45,Android 2.3 (Gingerbread),,About 70 EUR,2 MP,,,,,,Stereo FM radio,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",0.86 W/kg (head)     0.67 W/kg (body)     ,,Dual SIM (Mini-SIM),,No,,,,"3.5 inches, 36.5 cm2 (~50.3% screen-to-body ratio)",,Up to 167 h,Discontinued,Up to 4 h 30 min,GSM,TFT capacitive touchscreen,microUSB 2.0,Yes,Wi-Fi 802.11 b/g/n,120 g (4.23 oz),
36,GSM 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, MP3 ringtones","2006, Q1",,,Removable Li-Ion 800 mAh battery,,"2.0, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,"Silver, Black, Blue",94 x 48 x 15.5 mm (3.70 x 1.89 x 0.61 in),,Class 10,,,Class 10,,No,,,,80 MB,,,,"SMS, EMS, MMS, Email",,,,Samsung E780,,,,2 MP,,,,,,No,176 x 220 pixels,0.50 W/kg (head)     0.49 W/kg (body)     ,0.50 W/kg (head)     ,Mini-SIM,,No,,,,,,Up to 200 h,Discontinued,Up to 3 h,GSM,"TFT, 256K colors",Proprietary,Yes,No,90 g (3.17 oz),
37,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 900 / 1900 / 2100 ,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 40(2300)","Vibration; MP3, WAV ringtones","2016, September",,,Non-removable Li-Ion 2700 mAh battery,,"4.1, A2DP, LE",,HTML5,HTML5,,Quad-core 1.4 GHz Cortex-A7,,"microSD, up to 256 GB (dedicated slot)",Qualcomm MSM8928 Snapdragon 400,"Stone Black, Polar White, Royal Blue, Valentine Lux",156.9 x 76.9 x 7.7 mm (6.18 x 3.03 x 0.30 in),,Yes,,"Geo-tagging, touch focus, face detection, HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS",,Adreno 305,,"32 GB, 3 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,HTC Desire 10 Lifestyle,Android 6.0 (Marshmallow),,About 260 EUR,"13 MP (f/2.2, 28mm), autofocus, LED flash",,,,Corning Gorilla Glass (unspecified version),,FM radio,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Dual SIM (Nano-SIM, dual stand-by)",,"5 MP (f/2.8, 34mm), 1080p, HDR",,,"Accelerometer, proximity, compass","5.5 inches, 83.4 cm2 (~69.1% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 672 h (3G),"Available. Released 2016, September",Up to 24 h (3G),GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",155 g (5.47 oz),
38,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 1900 / 2100 ,,"Vibration; MP3, WAV ringtones","2011, September. Released 2011, December",,"
Noise -90.3dB / Crosstalk -87.7dB",Non-removable Li-Po 5100 mAh battery,"

Endurance rating 80h

","3.0, A2DP",,"HTML, Adobe Flash","HTML, Adobe Flash",,Dual-core 1.4 GHz Cortex-A9,"
Photo / Video","microSD, up to 32 GB (dedicated slot)",Exynos,Black,196.7 x 133 x 7.9 mm (7.74 x 5.24 x 0.31 in),"
Contrast ratio: Infinite (nominal)",Class 33,,Geo-tagging,Class 33,,"Yes, with A-GPS",,Mali-400,,"16/32/64 GB, 1 GB RAM",,,"
Voice 69dB / Noise 66dB / Ring 75dB

","SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,Samsung P6800 Galaxy Tab 7.7 ,Android 3.2 (Honeycomb),,About 280 EUR,"3.15 MP, autofocus, LED flash, check quality",,,,,,No,"800 x 1280 pixels, 16:10 ratio (~196 ppi density)",0.51 W/kg (head)     1.13 W/kg (body)     ,0.08 W/kg (head)     ,Mini-SIM,,2 MP,,,"Accelerometer, gyro, proximity, compass","7.7 inches, 171.9 cm2 (~65.7% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,Up to 1200 h (2G) / Up to 1100 h (3G),Discontinued,Up to 34 h 10 min (2G) / Up to 20 h (3G),GSM / HSPA,"Super AMOLED Plus capacitive touchscreen, 16M colors","2.0 (TV-out), USB Host","720p@30fps, check quality","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",340 g (11.99 oz),
39,CDMA 800 / 1900 ,No,CDMA2000 1xEV-DO ,,"Vibration; MP3, WAV ringtones","2010, April. Released 2010, April",,,Removable Li-Ion 1500 mAh battery,,"2.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,667 MHz,,"microSD, up to 32 GB (dedicated slot)",,Black,117 x 60 x 11 mm (4.61 x 2.36 x 0.43 in),,No,,,No,,"Yes, with A-GPS",,,,123 MB,,,,"SMS, MMS, Email, IM",,,,Samsung i225 Exec,Microsoft Windows Mobile 6.5 Standard,,About 120 EUR,2 MP,,,,,,No,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",1.03 W/kg (head)     0.53 W/kg (body)     ,,Mini-SIM,,No,,,,"2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","EV-DO Rev.0, 153.2 Kbps",Up to 450 h,Discontinued,Up to 8 h,CDMA / EVDO,"TFT, 65K colors",microUSB 2.0,Yes,No,105 g (3.70 oz),
40,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1900 / 2100 ,,"Vibration; MP3, WAV ringtones","2013, March. Released 2013, April",,,Non-removable Li-Ion 2000 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.2 GHz Cortex-A7,,"microSD, up to 32 GB (dedicated slot)",Mediatek MT6589,"Black, White",144 x 73 x 8.9 mm (5.67 x 2.87 x 0.35 in),,Class 12,,"Geo-tagging, touch focus, face/smile detection, HDR",Class 12,,"Yes, with A-GPS",,PowerVR SGX544,,"16 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU Life One,Android 4.2 (Jelly Bean),,About 230 EUR,"13 MP, autofocus, LED flash",,,,Corning Gorilla Glass 2,,Stereo FM radio,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Dual SIM (Mini-SIM, dual stand-by)",,5 MP,,,"Accelerometer, gyro, proximity, compass","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)",HSPA 42.2/5.76 Mbps,Up to 850 h (2G) / Up to 760 h (3G),Discontinued,Up to 25 h (2G) / Up to 20 h (3G),GSM / HSPA,"LED-backlit IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",145 g (5.11 oz),
41,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 1900 / 2100 ,,"Vibration; MP3, WAV ringtones","2011, July. Released 2011, July",,,Removable Li-Ion 1540 mAh battery,,"2.1, A2DP, EDR",,"HTML, Adobe Flash","HTML, Adobe Flash",,Dual-core 1GHz Cortex-A9,,"microSD, up to 32 GB (dedicated slot)",TI OMAP 4430,Black,124 x 64 x 13 mm (4.88 x 2.52 x 0.51 in),,Class 12,,"Touch focus, geo-tagging, face detection",Class 12,,"Yes, with A-GPS",,PowerVR SGX540,,"16 GB, 512 MB RAM",,,,"SMS(threaded view), MMS, Email, IM, Push Email",Yes,,,Motorola DROID 3,"Android 2.3 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",,About 200 EUR,"8 MP, autofocus, LED flash",,,,,,No,"540 x 960 pixels, 16:9 ratio (~275 ppi density)",0.77 W/kg (head)     1.46 W/kg (body)     ,,Mini-SIM,,VGA,,,"Accelerometer, proximity, compass","4.0 inches, 44.1 cm2 (~55.6% screen-to-body ratio)","EV-DO Rev.A 3.1 Mbps, HSPA",Up to 300 h,Discontinued,Up to 9 h 16 min,GSM / CDMA / HSPA / EVDO,"TFT capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",167 g (5.89 oz),
42,GSM 900 / 1800 ,No,,,Vibration; Downloadable polyphonic ringtones,"2005, Q3",,,Removable Li-Ion 820 mAh battery,,No,,WAP 1.2,WAP 1.2,,,,No,,Black,"109.9 x 49.9 x 14.9 mm, 74 cc (4.33 x 1.96 x 0.59 in)",,No,,,Class 8,,No,,,,1 MB,,,,"SMS, EMS, MMS",,,,Motorola C257,,,,,,,,,,No,128 x 160 pixels,,,Mini-SIM,,,,,,,,Up to 250 h,Discontinued,Up to 7 h 30 min,GSM,"TFT, 65K colors",,,No,91 g (3.21 oz),
43,CDMA 800 / 1900 ,Yes,CDMA2000 1xEV-DO ,"LTE band 4(1700/2100), 13(700)","Vibration; MP3, WAV ringtones","2014, April",,,Removable Li-Ion 2600 mAh battery,"

Endurance rating 60h

","3.0, A2DP",,HTML5,HTML5,,Quad-core 2.3 GHz Krait 400,,"microSD, up to 64 GB (dedicated slot)",Qualcomm Snapdragon 800,Gray,137.7 x 69.9 x 8.4 mm (5.42 x 2.75 x 0.33 in),,Yes,,Geo-tagging,Yes,,"Yes, with A-GPS",,Adreno 330,,"16 GB, 2 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 83 h,,Samsung ATIV SE,"Microsoft Windows Phone 8, planned upgrade to 8.1","
Basemark OS II: 1058",About 440 EUR,"13 MP, autofocus, LED flash",,,,Corning Gorilla Glass 3,,No,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",1.05 W/kg (head)     1.49 W/kg (body)     ,,Micro-SIM,,"2 MP, 1080p",,,"Accelerometer, proximity","5.0 inches, 68.9 cm2 (~71.6% screen-to-body ratio)","EV-DO Rev.A 3.1 Mbps, HSPA, LTE",Up to 480 h,"Available. Released 2014, April",Up to 20 h,GSM / CDMA / HSPA / EVDO / LTE,"AMOLED capacitive touchscreen, 16M colors",microUSB 2.0,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot",135.8 (4.80 oz),
44,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 900 / 2100 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2009, February. Released 2009, June",,"
Noise -91.0dB / Crosstalk -89.1dB",Removable Li-Ion 1200 mAh battery (BL-5K),,"2.0, A2DP",,"WAP 2.0/xHTML, HTML, Adobe Flash Lite","WAP 2.0/xHTML, HTML, Adobe Flash Lite",,434 MHz ARM 11,"
Photo","microSD, up to 16 GB (dedicated slot)",,"Indigo Black, White","103.4 x 51.4 x 16.5 mm, 69 cc (4.07 x 2.02 x 0.65 in)",,"Class 32, 296 / 177.6 kbits",,Geo-tagging,Class 32,,"Yes, with A-GPS; Ovi Maps 3.0",,,,"8 GB, 128 MB RAM",,,"
Voice 67dB / Noise 64dB / Ring 75dB

","SMS, MMS, Email",,Up to 25 h,,Nokia N86 8MP,"Symbian 9.3, S60 rel. 3.2",,About 180 EUR,"8 MP, wide 28mm Carl Zeiss lens, autofocus, dual-LED flash, check quality",,,,Scratch-resistant glass,,"Stereo FM radio, RDS; FM transmitter","240 x 320 pixels, 4:3 ratio (~154 ppi density)",0.83 W/kg (head)     0.88 W/kg (body)     ,0.66 W/kg (head)     ,Mini-SIM,,VGA videocall camera,,,"Accelerometer, compass","2.6 inches, 20.9 cm2 (~39.4% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 312 h (2G) / 264 h (3G),Discontinued,Up to 6 h 18 min (2G) / 3 h 54 min (3G),GSM / HSPA,"AMOLED, 16M colors",microUSB 2.0,480p@30fps,"Wi-Fi 802.11 b/g, UPnP technology",149 g (5.26 oz),
45,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration, Polyphonic, MP3 ringtones","2012, January",,,Removable Li-Ion 2400 mAh battery,,"2.1, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 8 GB (dedicated slot)",,Black,-,,Yes,,,Class 10,,No,,,,,,,,"SMS, MMS",,,,Micromax X275,,,About 40 EUR,VGA,,,,,,FM radio,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,Dual SIM (Mini-SIM),,No,,,,"2.4 inches, 17.8 cm2",,Up to 360 h,Discontinued,Up to 10 h,GSM,TFT,microUSB,Yes,No,-,
