,Unnamed: 0,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser.1,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
2174,2174,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-10 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2175,2175,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,2176,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with YU Yureka Plus Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2177,2177,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,2178,,,,,,,,,,,,,v3.0,,,,,,,1.57 inch,TFT,,,,,,,,,,,,,,,,,,,,SHINE TECH Shine Tech Black Smartwatch,Android,,,‚¹895,1.3 MP,,,,,,,128,,,,,,,,,,,,,,,,,83 g,
2179,2179,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Creation4U U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,2180,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,HD Display,,"‚¹1,048",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2181,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,154",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2182,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,2183,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-83 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,,,"‚¹1,130",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2184,2184,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Karbonn Titanium Octane Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2185,2185,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Oppo Neo Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2186,2186,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-48 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2187,2187,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,2188,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,2189,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,Wokit A1-135 Silver Smartwatch,"Android, iOS, Windows",,,"‚¹1,229",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2190,2190,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 DZ09 Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracker Smartwatch Smartwatch",Android,HD Display,,‚¹998,0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,70 g,
2191,2191,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,"Maxim Bluetooth Smart Watch GT08 Phone With Camera and Sim Card & SD Card Support And Suitable For Apple,Redmi, Xiaomi Mi,Samsung,Lenovo,Oppo,Vivo, Micromax,HTC SmartPhones Black Smartwatch",Android and IOS,,,"‚¹1,249",0.3 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,100 g,
2192,2192,,,,,,,,,,,,,,,,,,,,1.63 inch,,,,,,,,,,,,,,,,,,,,,"Cuba GTA_784T_DZ09_mi 4G smart watch with camera, memory card and sim card support and fitness tracker Smartwatch",,,,"‚¹1,099",,,,,,,,,,,,,,,,,,,,,,,,,,
2193,2193,,,,,,,,,,,,,,,,,,,,1.48 inch,LCD,,,,,,,,,,,,,,,,,,,,Easo India U8 Black Smartwatch,Android 2.3,,,‚¹648,,,,,,,,,,,,,,,,,,,,,,,,,200 g,
2194,2194,,,,,,,,,,,,,3,,,,,,,1.54 inch,Ultra HD,,,,,,,,,,,,,,,,,,,,Gen-Y DZ-09 Brown Smartwatch,Android,3 Clock Designs,,‚¹899,1.9 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2195,2195,,,,,,,,,,,,,3,,,,,,,1.54 inch,Ultra HD,,,,,,,,,,,,,,,,,,,,Mizco DZ09 Sliver Smartwatch,Android,3 Clock Designs,,‚¹749,2 MP,,,,,,,512,,,,,,,,,,,,,,,,,75 g,
2196,2196,,,,,,,,,,,,,4.0,,,,,,,1.62 inch,OLED,,,,,,,,,,,,,,,,,,,,Bingo C7 Metallic Brown With Sim & Bluetooth Enable Feature For Android and IOS Device Smartwatch,,,,"‚¹1,899",,,,,,,,,,,,,,,,,,,,,,,,,,
2197,2197,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,,,‚¹985,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,2198,,,,,,,,,,,,,v4.0,,,,,,,1.63 inch,IPS LCD,,,,,,,,,,,,,,,,,,,,"Opta SW-006, Exclusive series Smartwatch",BW03 SI,,,"‚¹2,879",,,,,,,,,,,,,,,,,,,,,,,,,100 g,
2199,2199,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,2200,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2201,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,2202,,,,,,,,,,,,,V 4.1,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Techno Frost Smart Watch GT08 Multi Smartwatch,Android 4.3,,,"‚¹1,370",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2203,2203,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,2204,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,135",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2205,2205,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,2206,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,Eleganz DZ09-378 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2207,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,Goosprey A1-422 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,"Android, iOS, Windows",,,"‚¹1,044",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2208,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,2209,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,,,‚¹975,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,2210,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,2211,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,2212,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,2213,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 516 W Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2214,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,2215,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2216,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,HD Display,,"‚¹1,048",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2217,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2218,,,,,,,,,,,,,3.0,,,,,,,1.54 inch,OLED,,,,,,,,,,,,,,,,,,,,IBS Bluetooth smart Wrist Sim Call Watch sport Pedometer for IOS and Android Memory Card Supported Smartphone Smartwatch,android,,,"‚¹1,799",,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2219,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit HTC Desire 826 Silver Smartwatch,"Android, iOS, Windows",,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2220,2220,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Xolo X500 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2221,,,,,,,,,,,,,,,,,,,,1.48 inch,,,,,,,,,,,,,,,,,,,,,Elite Mkt Smartwatch Smartwatch,Android Wear,,,‚¹720,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2222,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2223,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-43 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2224,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Lite A92 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2225,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,2226,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Yu Yuphoria 2 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2227,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2228,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2229,,,,,,,,,,,,,,,,,,,,1.62 inch,OLED,,,,,,,,,,,,,,,,,,,,Bingo C7 With Sim & Bluetooth Enable with Internet Surfing Silver Smartwatch,,,,"‚¹1,899",,,,,,,,,,,,,,,,,,,,,,,,,,
2230,2230,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,LCD,,,,,,,,,,,,,,,,,,,,"VibeX  GT08 Touch Screen 1.54"" Bluetooth NFC Multicolor Smartwatch",Android,,,"‚¹2,549",1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,55 g,
2231,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSR Traders DZ-09 Smartwatch,,,,‚¹749,0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2232,,,,,,,,,,,,,v4.0,,,,,,,1.54 inch,OLED,,,,,,,,,,,,,,,,,,,,Mobile Link Liquid E700 Compatible Smartwatch Black Smartwatch,Android,Can be used as smartphone,,‚¹738,1.9 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,100 g,
2233,2233,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,sips A1 GOLDEN Golden Smartwatch,,,,"‚¹1,299",,,,,,,,,,,,,,,,,,,,,,,,,,
2234,2234,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,SMART STUFF DZ09 SMART WATCH Brown Smartwatch,,,,‚¹806,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,2235,,,,,,,,,,,,,v3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mizco DZ09 With SIM and 32 GB Memory Card Slot and Fitness Tracker Gold Smartwatch,,,,‚¹785,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2236,,,,,,,,,,,,,,,,,,,,1.5 inch,,,,,,,,,,,,,,,,,,,,,Apple Watch 42 mm Space Black Stainless Steel Case with Sport Band,WatchOS 3,"Different Display Style (Mickey Mouse, Simple, Motion, Solar, Astronomy, Time Lapse, Photo, Photo Album, Modular, Colour, Utility), Retina Display",,"‚¹25,999",,,,,,,,,,,,,,,,,,,,,,,,,,
2237,2237,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹849,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,2238,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,TFT LED,,,,,,,,,,,,,,,,,,,,STARUSS GT08-1 Bluetooth with Built-in Sim card and memory card slot Compatible with All IOS and Android Mobiles SR-109 Smartwatch,,,,"‚¹1,044",,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2239,2239,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,2240,,,,,,,,,,,,,V4.0+V3.0,,,,,,,1.56 inch,TFT,,,,,,,,,,,,,,,,,,,,"Aja Retail DZ09 Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracker Smartwatch",Android Wear,,,‚¹999,2.0 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2241,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,ProGuard M2 Smartwatch,Android Wear,,,"‚¹1,099",1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2242,2242,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Qtec SWT08 Smartwatch,Android Wear,,,"‚¹1,235",,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2243,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ brown Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2244,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2245,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2246,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2247,,,,,,,,,,,,,v4.1,,,,,,,1.73 inch,OLED,,,,,,,,,,,,,,,,,,,,Fossil Gen 3 Q Explorist Grey Smartwatch,Android Wear 2.0,,,"‚¹21,995",,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2248,2248,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2249,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2250,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,2251,,,,,,,,,,,,,V4.0+V3.0,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Vellora DZ09 Black Smartwatch,,3 Clock Designs,,‚¹925,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2252,2252,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax A114 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2253,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Pep Q371 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2254,2254,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot Smartwatch",Android,HD Display,,"‚¹1,048",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2255,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-12 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2256,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,2257,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mezire with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker Smartwatch ",,,,‚¹949,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,2259,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,2260,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2261,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,2262,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2263,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,2264,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Celkon Win 400 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2265,2265,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2266,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2267,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2268,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,888 DZ09 Bluetooth With Built In Sim Card And Memory Card Smartwatch,Android,HD Display,,"‚¹1,048",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,70 g,
2269,2269,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Life Like Z60 BLUETOOTH WITH SIM & SD CARD Smartwatch,,,,"‚¹1,699",,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2270,,,,,,,,,,,,,3,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,"crushacc with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker BROWN Smartwatch","Android, iOS(Limited Functions)",,,‚¹887,2.0 MP,,,,,,,,,,,,,,,,,,,,,,,,75 g,
